designStorm,loadingRatio,depth,probabilityOfFailure,reliability
2.5,0,12,0.0001,1.000000000
2.6,0,12,0.0001,1.000000000
2.7,0,12,0.0006,0.999000000
2.8,0,12,0.001,0.999000000
2.9,0,12,0.0016,0.998000000
3,0,12,0.0014,0.999000000
3.1,0,12,0.0026,0.997000000
3.2,0,12,0.0048,0.995000000
3.3,0,12,0.0094,0.991000000
3.4,0,12,0.0126,0.987000000
3.5,0,12,0.0171,0.983000000
3.6,0,12,0.0227,0.977000000
3.7,0,12,0.0339,0.966000000
3.8,0,12,0.04599085,0.954000000
3.9,0,12,0.055449611,0.945000000
4,0,12,0.071278023,0.929000000
4.1,0,12,0.077684211,0.922000000
4.2,0,12,0.099972307,0.900000000
4.3,0,12,0.128450497,0.872000000
4.4,0,12,0.144664698,0.855000000
4.5,0,12,0.166251867,0.834000000
4.6,0,12,0.187536065,0.812000000
4.7,0,12,0.227272727,0.773000000
4.8,0,12,0.260334213,0.740000000
4.9,0,12,0.287148594,0.713000000
5,0,12,0.336283186,0.664000000
0.1,0,18,0,1.000000000
0.2,0,18,0,1.000000000
0.3,0,18,0,1.000000000
0.4,0,18,0,1.000000000
0.5,0,18,0,1.000000000
0.6,0,18,0,1.000000000
0.7,0,18,0,1.000000000
0.8,0,18,0,1.000000000
0.9,0,18,0,1.000000000
1,0,18,0,1.000000000
1.1,0,18,0,1.000000000
1.2,0,18,0,1.000000000
1.3,0,18,0,1.000000000
1.4,0,18,0,1.000000000
1.5,0,18,0,1.000000000
1.6,0,18,0,1.000000000
1.7,0,18,0,1.000000000
1.8,0,18,0,1.000000000
1.9,0,18,0,1.000000000
2,0,18,0,1.000000000
2.1,0,18,0,1.000000000
2.2,0,18,0,1.000000000
2.3,0,18,0,1.000000000
2.4,0,18,0,1.000000000
2.5,0,18,0,1.000000000
2.6,0,18,0,1.000000000
2.7,0,18,0,1.000000000
2.8,0,18,0,1.000000000
2.9,0,18,0,1.000000000
3,0,18,0,1.000000000
3.1,0,18,0,1.000000000
3.2,0,18,0,1.000000000
3.3,0,18,0,1.000000000
3.4,0,18,0,1.000000000
3.5,0,18,0,1.000000000
3.6,0,18,0,1.000000000
3.7,0,18,0,1.000000000
3.8,0,18,0,1.000000000
3.9,0,18,0,1.000000000
4,0,18,0,1.000000000
4.1,0,18,0,1.000000000
4.2,0,18,0,1.000000000
4.3,0,18,0,1.000000000
4.4,0,18,0,1.000000000
4.5,0,18,0,1.000000000
4.6,0,18,0,1.000000000
4.7,0,18,0.0001,1.000000000
4.8,0,18,0.0007,0.999000000
4.9,0,18,0.0007,0.999000000
5,0,18,0.0006,0.999000000
0.1,1,6,0,1.000000000
0.2,1,6,0,1.000000000
0.3,1,6,0,1.000000000
0.4,1,6,0.0002,1.000000000
0.5,1,6,0.001,0.999000000
0.6,1,6,0.0048,0.995000000
0.7,1,6,0.0153,0.985000000
0.8,1,6,0.0359,0.964000000
0.9,1,6,0.070534699,0.929000000
1,1,6,0.13300115,0.867000000
1.1,1,6,0.18554354,0.814000000
1.2,1,6,0.247736626,0.752000000
1.3,1,6,0.360056259,0.640000000
1.4,1,6,0.422586521,0.577000000
1.5,1,6,0.526170799,0.474000000
1.6,1,6,0.55625,0.444000000
1.7,1,6,0.615079365,0.385000000
1.8,1,6,0.725490196,0.275000000
1.9,1,6,0.761904762,0.238000000
2,1,6,0.805,0.195000000
2.1,1,6,0.849,0.151000000
2.2,1,6,0.895833333,0.104000000
2.3,1,6,0.92,0.080000000
2.4,1,6,0.942962963,0.057000000
2.5,1,6,0.965517241,0.034500000
2.6,1,6,0.972972973,0.027000000
2.7,1,6,0.975,0.025000000
2.8,1,6,0.982972973,0.017000000
2.9,1,6,0.992972973,0.007030000
3,1,6,1,0.000000000
3.1,1,6,1,0.000000000
3.2,1,6,1,0.000000000
3.3,1,6,1,0.000000000
3.4,1,6,1,0.000000000
3.5,1,6,1,0.000000000
3.6,1,6,1,0.000000000
3.7,1,6,1,0.000000000
3.8,1,6,1,0.000000000
3.9,1,6,1,0.000000000
4,1,6,1,0.000000000
4.1,1,6,1,0.000000000
4.2,1,6,1,0.000000000
4.3,1,6,1,0.000000000
4.4,1,6,1,0.000000000
4.5,1,6,1,0.000000000
4.6,1,6,1,0.000000000
4.7,1,6,1,0.000000000
4.8,1,6,1,0.000000000
4.9,1,6,1,0.000000000
5,1,6,1,0.000000000
0.1,1,12,0,1.000000000
0.2,1,12,0,1.000000000
0.3,1,12,0,1.000000000
0.4,1,12,0,1.000000000
0.5,1,12,0,1.000000000
0.6,1,12,0,1.000000000
0.7,1,12,0,1.000000000
0.8,1,12,0,1.000000000
0.9,1,12,0,1.000000000
1,1,12,0,1.000000000
1.1,1,12,0,1.000000000
1.2,1,12,0,1.000000000
1.3,1,12,0.0002,1.000000000
1.4,1,12,0.001,0.999000000
1.5,1,12,0.0032,0.997000000
1.6,1,12,0.0074,0.993000000
1.7,1,12,0.016,0.984000000
1.8,1,12,0.0283,0.972000000
1.9,1,12,0.043145207,0.957000000
2,1,12,0.083447021,0.917000000
2.1,1,12,0.107604448,0.892000000
2.2,1,12,0.151921358,0.848000000
2.3,1,12,0.224063401,0.776000000
2.4,1,12,0.265822785,0.734000000
2.5,1,12,0.365467626,0.635000000
2.6,1,12,0.393203883,0.607000000
2.7,1,12,0.45174538,0.548000000
2.8,1,12,0.552147239,0.448000000
2.9,1,12,0.616,0.384000000
3,1,12,0.642857143,0.357000000
3.1,1,12,0.686486486,0.314000000
3.2,1,12,0.73943662,0.261000000
3.3,1,12,0.792,0.208000000
3.4,1,12,0.845,0.155000000
3.5,1,12,0.898,0.102000000
3.6,1,12,0.952380952,0.047600000
3.7,1,12,0.955380952,0.044600000
3.8,1,12,0.959380952,0.040600000
3.9,1,12,0.96875,0.031300000
4,1,12,0.97875,0.021300000
4.1,1,12,1,0.000000000
4.2,1,12,1,0.000000000
4.3,1,12,1,0.000000000
4.4,1,12,1,0.000000000
4.5,1,12,1,0.000000000
4.6,1,12,1,0.000000000
4.7,1,12,1,0.000000000
4.8,1,12,1,0.000000000
4.9,1,12,1,0.000000000
5,1,12,1,0.000000000
0.1,1,18,0,1.000000000
0.2,1,18,0,1.000000000
0.3,1,18,0,1.000000000
0.4,1,18,0,1.000000000
0.5,1,18,0,1.000000000
0.6,1,18,0,1.000000000
0.7,1,18,0,1.000000000
0.8,1,18,0,1.000000000
0.9,1,18,0,1.000000000
1,1,18,0,1.000000000
1.1,1,18,0,1.000000000
1.2,1,18,0,1.000000000
1.3,1,18,0,1.000000000
1.4,1,18,0,1.000000000
1.5,1,18,0,1.000000000
1.6,1,18,0,1.000000000
1.7,1,18,0,1.000000000
1.8,1,18,0,1.000000000
1.9,1,18,0,1.000000000
2,1,18,0,1.000000000
2.1,1,18,0.0002,1.000000000
2.2,1,18,0.0001,1.000000000
2.3,1,18,0.0002,1.000000000
2.4,1,18,0.001,0.999000000
2.5,1,18,0.0023,0.998000000
2.6,1,18,0.0039,0.996000000
2.7,1,18,0.009,0.991000000
2.8,1,18,0.0131,0.987000000
2.9,1,18,0.0248,0.975000000
3,1,18,0.039257673,0.961000000
3.1,1,18,0.070588235,0.929000000
3.2,1,18,0.089835097,0.910000000
3.3,1,18,0.126262626,0.874000000
3.4,1,18,0.179096353,0.821000000
3.5,1,18,0.227540501,0.772000000
3.6,1,18,0.300107181,0.700000000
3.7,1,18,0.409326425,0.591000000
3.8,1,18,0.413005272,0.587000000
3.9,1,18,0.472160356,0.528000000
4,1,18,0.546546547,0.453000000
4.1,1,18,0.607692308,0.392000000
4.2,1,18,0.657142857,0.343000000
4.3,1,18,0.748148148,0.252000000
4.4,1,18,0.806122449,0.194000000
4.5,1,18,0.825581395,0.174000000
4.6,1,18,0.86,0.140000000
4.7,1,18,0.933333333,0.066700000
4.8,1,18,0.94,0.060000000
4.9,1,18,0.958333333,0.041700000
5,1,18,0.97,0.030000000
